subject,age_group,statementtype,time_delay,phase1_statement,make_base_beliefs,correction_statement,make_detections,make_test_beliefs,testresponse,alternateresponse,make_cr_response,topic,target,alternate,fact_recall_coding_final,alternate_recall_coding_final
53987712fdf99b68e3a45021,younger,correct_1,39.19,abortion_bieber_m.png,4,abortion_bieber_c.png,1,5,pro-life,pro-choice,1,abortion_bieber,steadily been pro life,changed from pro choice to pro life,2,1
53987712fdf99b68e3a45021,younger,correct_1,39.19,alabama_senate_m.png,5,alabama_senate_c.png,1,5,21,30,1,alabama_senate,21 years,30 years,2,1
53987712fdf99b68e3a45021,younger,correct_1,39.19,alaska_polarbears_m.png,2,alaska_polarbears_c.png,1,6,endangered species,thriving,1,alaska_polarbears,listed as an endangered species,numbers are strong and healthy,2,1
53987712fdf99b68e3a45021,younger,correct_1,39.19,amazon_rainforest_m.png,4,amazon_rainforest_c.png,1,5,7%,20%,1,amazon_rainforest,0.06,0.2,E,1
53987712fdf99b68e3a45021,younger,repeated,39.19,automobile_invention_c.png,2,automobile_invention_c.png,0,6,europe,NA,0,automobile_invention,europeans,americans,2,
53987712fdf99b68e3a45021,younger,correct_1,39.19,bernie_tax_income_m.png,2,bernie_tax_income_c.png,1,5,10 million,"$29,000 ",1,bernie_tax_income,">$10,000,000",">$29,000",2,1
53987712fdf99b68e3a45021,younger,correct_3,39.19,biden_studentdebt_m.png,2,biden_studentdebt_c.png,1,5,paying for his children's college tuition,paying for his own college tuition,1,biden_studentdebt,by putting his children through college,by attending college,2,1
53987712fdf99b68e3a45021,younger,repeated,39.19,black_homeownership_c.png,3,black_homeownership_c.png,0,5,2004,NA,0,black_homeownership,2004,2017,2,
53987712fdf99b68e3a45021,younger,correct_3,39.19,bloomberg_campaign_money_m.png,2,bloomberg_campaign_money_c.png,1,5,$1.50 ,1 million,1,bloomberg_campaign_money,$1.50 ,1 million,2,1
53987712fdf99b68e3a45021,younger,repeated,39.19,brooms_standing_c.png,4,brooms_standing_c.png,0,5,if the bristles are separated just right,NA,0,brooms_standing,when the bristles are spread just right,when the earth's gravitational pull is just right,2,
53987712fdf99b68e3a45021,younger,correct_1,39.19,cali_fires_m.png,4,cali_fires_c.png,1,4,lack of rain,poor forest management,1,cali_fires,downed electric power lines,bad forest management,E,1
53987712fdf99b68e3a45021,younger,repeated,39.19,cali_statelaw_c.png,5,cali_statelaw_c.png,0,5,water companies,NA,0,cali_statelaw,water agencies,homeowners,2,
53987712fdf99b68e3a45021,younger,correct_1,39.19,chess_players_m.png,2,chess_players_c.png,1,6,90,0,1,chess_players,90,0,2,1
53987712fdf99b68e3a45021,younger,correct_1,39.19,cinderella_castle_m.png,3,cinderella_castle_c.png,1,5,hurricane shelter,deconstructed in a hurricane,1,cinderella_castle,can withstand hurricane-force winds,can be disassembled in the event of a hurricane,E,1
53987712fdf99b68e3a45021,younger,repeated,39.19,clinton_nkorea_c.png,4,clinton_nkorea_c.png,0,5,$1.9 billion,$3 billion,1,clinton_nkorea,1.4 billion,3 billion,E,1
53987712fdf99b68e3a45021,younger,repeated,39.19,coffee_c.png,5,coffee_c.png,0,6,15,NA,0,coffee,15th,2nd,2,
53987712fdf99b68e3a45021,younger,correct_3,39.19,coronabeer_covid_m.png,3,coronabeer_covid_c.png,1,5,increased them,decreased them,1,coronabeer_covid,sharp increase,sharp decrease,2,1
53987712fdf99b68e3a45021,younger,correct_3,39.19,federal_state_dollars_m.png,4,federal_state_dollars_c.png,1,6,california,virginia,1,federal_state_dollars,california,virginia,2,1
53987712fdf99b68e3a45021,younger,repeated,39.19,gas_2018_c.png,4,gas_2018_c.png,0,4,decreased by 15%,NA,0,gas_2018,rose 15%,rose 25%,E,
53987712fdf99b68e3a45021,younger,repeated,39.19,guncontrol_warrant_c.png,3,guncontrol_warrant_c.png,0,5,warrant,without a warrant,1,guncontrol_warrant,require a warrant,at any time,2,1
53987712fdf99b68e3a45021,younger,correct_3,39.19,immigration_boy_cage_m.png,3,immigration_boy_cage_c.png,1,6,protest against separating undocumented immigrant families,separated from his family at the border,1,immigration_boy_cage,at a protest,separated from parents,2,1
53987712fdf99b68e3a45021,younger,repeated,39.19,liberian_women_c.png,4,liberian_women_c.png,0,5,60%,NA,0,liberian_women,0.6,>38%,2,
53987712fdf99b68e3a45021,younger,correct_3,39.19,library_americanflag_m.png,2,library_americanflag_c.png,1,4,didn't adhere to standards,didn't want to say the pledge of allegiance,1,library_americanflag,it did not meet etiquette standards,they did not want to pledge allegiance,2,1
53987712fdf99b68e3a45021,younger,repeated,39.19,mexican_border_crossings_c.png,3,mexican_border_crossings_c.png,0,5,25%,NA,0,mexican_border_crossings,decreased by 25%,decreased by 40%,2,
53987712fdf99b68e3a45021,younger,correct_1,39.19,military_pay_m.png,3,military_pay_c.png,1,6,every year since 1985,not since 1985,1,military_pay,every year since 1983,none in 10 years,2,E
53987712fdf99b68e3a45021,younger,correct_3,39.19,missing_people_m.png,4,missing_people_c.png,1,6,near national parks,near cave systems,1,missing_people,national parks,cave systems,2,1
53987712fdf99b68e3a45021,younger,repeated,39.19,murder_year_c.png,2,murder_year_c.png,0,5,2018,NA,0,murder_year,1980,2017,E,
53987712fdf99b68e3a45021,younger,correct_1,39.19,obama_website_m.png,4,obama_website_c.png,1,5,3 million,NA,0,obama_website,2.1 billion,5 billion,E,
53987712fdf99b68e3a45021,younger,correct_1,39.19,pope_guncontrol_m.png,2,pope_guncontrol_c.png,0,4,christian gunowners,NA,0,pope_guncontrol,gun manufacturers,gun owners,1,
53987712fdf99b68e3a45021,younger,correct_3,39.19,pres_vacation_m.png,4,pres_vacation_c.png,1,5,clinton,obama,1,pres_vacation,clinton,obama,2,1
53987712fdf99b68e3a45021,younger,correct_1,39.19,race_starbucks_m.png,3,race_starbucks_c.png,1,5,$2 ,2 million,1,race_starbucks,2,2 million,2,1
53987712fdf99b68e3a45021,younger,correct_3,39.19,rep_control_m.png,5,rep_control_c.png,1,5,2007,1927,1,rep_control,2007,1928,2,E
53987712fdf99b68e3a45021,younger,correct_3,39.19,rural_hospitals_m.png,2,rural_hospitals_c.png,1,5,to focus on areas with more patients,they don't have high speed internet access,1,rural_hospitals,they serve people who are less likely to have health insurance,they do not have access to high-speed internet,E,1
53987712fdf99b68e3a45021,younger,correct_1,39.19,skorea_population_m.png,5,skorea_population_c.png,1,5,10 million,38 million,1,skorea_population,<10 million people,about 38 million people,2,1
53987712fdf99b68e3a45021,younger,correct_3,39.19,soccer_revenue_gap_m.png,4,soccer_revenue_gap_c.png,1,5,15%,25%,1,soccer_revenue_gap,5.8 million more,20 million more,E,E
53987712fdf99b68e3a45021,younger,repeated,39.19,swimmingpool_deaths_c.png,4,swimmingpool_deaths_c.png,0,5,3079,NA,0,swimmingpool_deaths,3709,360000,E,
53987712fdf99b68e3a45021,younger,repeated,39.19,tax_allocation_c.png,2,tax_allocation_c.png,0,5,social security,NA,0,tax_allocation,social ('medicare'),military ('war on terror'),2,
53987712fdf99b68e3a45021,younger,correct_1,39.19,tax_pres_law_m.png,3,tax_pres_law_c.png,1,6,yes,no,1,tax_pres_law,yes there is a law,no there is no law,2,1
53987712fdf99b68e3a45021,younger,correct_3,39.19,test_american_cars_m.png,4,test_american_cars_c.png,1,5,,dropping a bowling ball on them,1,test_american_cars,simulation of hitting a person,dropping a bowling ball,E,1
53987712fdf99b68e3a45021,younger,correct_3,39.19,trump_signed_legislation_m.png,4,trump_signed_legislation_c.png,1,4,less,more,1,trump_signed_legislation,less than any since ww2,more than any other president,2,1
53987712fdf99b68e3a45021,younger,correct_3,39.19,us_trading_partner_m.png,1,us_trading_partner_c.png,1,6,china,canada,1,us_trading_partner,china,the united kingdom,2,E
53987712fdf99b68e3a45021,younger,repeated,39.19,ut_athletes_ipad_c.png,4,ut_athletes_ipad_c.png,0,6,a small proportion,NA,0,ut_athletes_ipad,given to a limited number of student-athletes,all student-athletes,2,
53987712fdf99b68e3a45021,younger,repeated,39.19,vaccines_autism_c.png,6,vaccines_autism_c.png,1,6,no link,NA,0,vaccines_autism,do not cause autism,vaccines cause autism,2,
53987712fdf99b68e3a45021,younger,correct_3,39.19,veteran_suicide_m.png,1,veteran_suicide_c.png,1,4,9%,70%,1,veteran_suicide,0.09,0.7,2,1
53987712fdf99b68e3a45021,younger,correct_1,39.19,voter_turnout_m.png,3,voter_turnout_c.png,1,4,2004,NA,0,voter_turnout,higher than 2012,lowest since 1996,E,
555906c9fdf99b06175ee24c,younger,correct_1,47.25,abortion_bieber_m.png,4,abortion_bieber_c.png,1,4,pro life,hes prolife,1,abortion_bieber,steadily been pro life,changed from pro choice to pro life,2,2
555906c9fdf99b06175ee24c,younger,correct_1,47.25,alabama_senate_m.png,3,alabama_senate_c.png,1,4,20 years,,0,alabama_senate,21 years,30 years,E,
555906c9fdf99b06175ee24c,younger,correct_1,47.25,alaska_polarbears_m.png,3,alaska_polarbears_c.png,1,5,endanger species,,0,alaska_polarbears,listed as an endangered species,numbers are strong and healthy,2,
555906c9fdf99b06175ee24c,younger,correct_1,47.25,amazon_rainforest_m.png,6,amazon_rainforest_c.png,0,4,16,,0,amazon_rainforest,0.06,0.2,E,
555906c9fdf99b06175ee24c,younger,repeated,47.25,automobile_invention_c.png,0,automobile_invention_c.png,1,4,europeans ,,0,automobile_invention,europeans,americans,2,
555906c9fdf99b06175ee24c,younger,correct_1,47.25,bernie_tax_income_m.png,3,bernie_tax_income_c.png,1,4,1 million,"30,000",1,bernie_tax_income,">$10,000,000",">$29,000",E,E
555906c9fdf99b06175ee24c,younger,correct_3,47.25,biden_studentdebt_m.png,2,biden_studentdebt_c.png,0,4,by putting his kids  through college,he accumululated debt by going to college himself,1,biden_studentdebt,by putting his children through college,by attending college,2,1
555906c9fdf99b06175ee24c,younger,repeated,47.25,black_homeownership_c.png,4,black_homeownership_c.png,1,4,2004,2006,1,black_homeownership,2004,2017,2,E
555906c9fdf99b06175ee24c,younger,correct_3,47.25,bloomberg_campaign_money_m.png,4,bloomberg_campaign_money_c.png,1,4,1.5,1 million,1,bloomberg_campaign_money,$1.50 ,1 million,2,1
555906c9fdf99b06175ee24c,younger,repeated,47.25,brooms_standing_c.png,5,brooms_standing_c.png,0,5,by spreading the bristles apart ,same headline spreading bristles apart,1,brooms_standing,when the bristles are spread just right,when the earth's gravitational pull is just right,2,2
555906c9fdf99b06175ee24c,younger,correct_1,47.25,cali_fires_m.png,2,cali_fires_c.png,0,5,power lines,i dont remember,1,cali_fires,downed electric power lines,bad forest management,2,E
555906c9fdf99b06175ee24c,younger,repeated,47.25,cali_statelaw_c.png,0,cali_statelaw_c.png,0,4,companies/corps who overuse water,same headline,1,cali_statelaw,water agencies,homeowners,E,E
555906c9fdf99b06175ee24c,younger,correct_1,47.25,chess_players_m.png,3,chess_players_c.png,1,3,we dont have enough grandmasters masters at competive chess,very few in usa,1,chess_players,90,0,E,E
555906c9fdf99b06175ee24c,younger,correct_1,47.25,cinderella_castle_m.png,3,cinderella_castle_c.png,1,2,dismantle for disaster dismantle for diaster,,0,cinderella_castle,can withstand hurricane-force winds,can be disassembled in the event of a hurricane,1,
555906c9fdf99b06175ee24c,younger,repeated,47.25,clinton_nkorea_c.png,1,clinton_nkorea_c.png,0,3,70 million,,0,clinton_nkorea,1.4 billion,3 billion,E,
555906c9fdf99b06175ee24c,younger,repeated,47.25,coffee_c.png,6,coffee_c.png,1,4,14 most traded commidity,4 th,1,coffee,15th,2nd,E,E
555906c9fdf99b06175ee24c,younger,correct_3,47.25,coronabeer_covid_m.png,6,coronabeer_covid_c.png,0,5,decrease sales,,0,coronabeer_covid,sharp increase,sharp decrease,1,
555906c9fdf99b06175ee24c,younger,correct_3,47.25,federal_state_dollars_m.png,5,federal_state_dollars_c.png,1,5,california,virginia,1,federal_state_dollars,california,virginia,2,1
555906c9fdf99b06175ee24c,younger,repeated,47.25,gas_2018_c.png,4,gas_2018_c.png,1,3,rose 30 percent,,0,gas_2018,rose 15%,rose 25%,E,
555906c9fdf99b06175ee24c,younger,repeated,47.25,guncontrol_warrant_c.png,5,guncontrol_warrant_c.png,1,4,they need a warrant,they need a warrant,1,guncontrol_warrant,require a warrant,at any time,2,2
555906c9fdf99b06175ee24c,younger,correct_3,47.25,immigration_boy_cage_m.png,6,immigration_boy_cage_c.png,0,4,separtion of familes - immigration,to protest,1,immigration_boy_cage,at a protest,separated from parents,1,2
555906c9fdf99b06175ee24c,younger,repeated,47.25,liberian_women_c.png,3,liberian_women_c.png,1,4,60 percent,,0,liberian_women,0.6,>38%,2,
555906c9fdf99b06175ee24c,younger,correct_3,47.25,library_americanflag_m.png,2,library_americanflag_c.png,0,3,not proper etiquette,,0,library_americanflag,it did not meet etiquette standards,they did not want to pledge allegiance,2,
555906c9fdf99b06175ee24c,younger,repeated,47.25,mexican_border_crossings_c.png,0,mexican_border_crossings_c.png,0,3,30,,0,mexican_border_crossings,decreased by 25%,decreased by 40%,E,
555906c9fdf99b06175ee24c,younger,correct_1,47.25,military_pay_m.png,5,military_pay_c.png,0,3,every 8 months ,,0,military_pay,every year since 1983,none in 10 years,E,
555906c9fdf99b06175ee24c,younger,correct_3,47.25,missing_people_m.png,3,missing_people_c.png,1,3,majority go missing near caves,,0,missing_people,national parks,cave systems,1,
555906c9fdf99b06175ee24c,younger,repeated,47.25,murder_year_c.png,4,murder_year_c.png,0,2,1980,,0,murder_year,1980,2017,2,
555906c9fdf99b06175ee24c,younger,correct_1,47.25,obama_website_m.png,4,obama_website_c.png,1,4,10 million,70 million,1,obama_website,2.1 billion,5 billion,E,E
555906c9fdf99b06175ee24c,younger,correct_1,47.25,pope_guncontrol_m.png,3,pope_guncontrol_c.png,1,3,gun owners ,,0,pope_guncontrol,gun manufacturers,gun owners,1,
555906c9fdf99b06175ee24c,younger,correct_3,47.25,pres_vacation_m.png,6,pres_vacation_c.png,0,5,obama,president clinton,1,pres_vacation,clinton,obama,1,2
555906c9fdf99b06175ee24c,younger,correct_1,47.25,race_starbucks_m.png,6,race_starbucks_c.png,0,2,2,,0,race_starbucks,2,2 million,2,
555906c9fdf99b06175ee24c,younger,correct_3,47.25,rep_control_m.png,4,rep_control_c.png,1,4,1980,,0,rep_control,2007,1928,E,
555906c9fdf99b06175ee24c,younger,correct_3,47.25,rural_hospitals_m.png,2,rural_hospitals_c.png,0,2,lack of internet connection,,0,rural_hospitals,they serve people who are less likely to have health insurance,they do not have access to high-speed internet,1,
555906c9fdf99b06175ee24c,younger,correct_1,47.25,skorea_population_m.png,4,skorea_population_c.png,0,4,31 million,,0,skorea_population,<10 million people,about 38 million people,E,
555906c9fdf99b06175ee24c,younger,correct_3,47.25,soccer_revenue_gap_m.png,2,soccer_revenue_gap_c.png,1,4,2 million,16 million,1,soccer_revenue_gap,5.8 million more,20 million more,E,E
555906c9fdf99b06175ee24c,younger,repeated,47.25,swimmingpool_deaths_c.png,5,swimmingpool_deaths_c.png,1,4,"3,089",3000,1,swimmingpool_deaths,3709,360000,E,E
555906c9fdf99b06175ee24c,younger,repeated,47.25,tax_allocation_c.png,3,tax_allocation_c.png,0,4,medicare,same headline medicare social programs,1,tax_allocation,social ('medicare'),military ('war on terror'),2,2
555906c9fdf99b06175ee24c,younger,correct_1,47.25,tax_pres_law_m.png,5,tax_pres_law_c.png,0,3,there is a law requiring it,,0,tax_pres_law,yes there is a law,no there is no law,2,
555906c9fdf99b06175ee24c,younger,correct_3,47.25,test_american_cars_m.png,3,test_american_cars_c.png,0,2,by hitting fake pedestrian,,0,test_american_cars,simulation of hitting a person,dropping a bowling ball,2,
555906c9fdf99b06175ee24c,younger,correct_3,47.25,trump_signed_legislation_m.png,4,trump_signed_legislation_c.png,0,4,he barely signed any legislative,,0,trump_signed_legislation,less than any since ww2,more than any other president,2,
555906c9fdf99b06175ee24c,younger,correct_3,47.25,us_trading_partner_m.png,2,us_trading_partner_c.png,1,5,china,uk,1,us_trading_partner,china,the united kingdom,2,1
555906c9fdf99b06175ee24c,younger,repeated,47.25,ut_athletes_ipad_c.png,4,ut_athletes_ipad_c.png,1,4,very few,,0,ut_athletes_ipad,given to a limited number of student-athletes,all student-athletes,2,
555906c9fdf99b06175ee24c,younger,repeated,47.25,vaccines_autism_c.png,2,vaccines_autism_c.png,0,4,no link found ,possible link found between vacine and autism ,1,vaccines_autism,do not cause autism,vaccines cause autism,2,1
555906c9fdf99b06175ee24c,younger,correct_3,47.25,veteran_suicide_m.png,4,veteran_suicide_c.png,1,4,7,80 80 ,1,veteran_suicide,0.09,0.7,E,E
555906c9fdf99b06175ee24c,younger,correct_1,47.25,voter_turnout_m.png,3,voter_turnout_c.png,0,3,2012,,0,voter_turnout,higher than 2012,lowest since 1996,2,
55900dcffdf99b3f7aada3f5,older,correct_1,25.13,abortion_bieber_m.png,3,abortion_bieber_c.png,0,3,"changed, now supports",,0,abortion_bieber,steadily been pro life,changed from pro choice to pro life,1,
55900dcffdf99b3f7aada3f5,older,correct_1,25.13,alabama_senate_m.png,4,alabama_senate_c.png,0,4,40,,0,alabama_senate,21 years,30 years,E,
55900dcffdf99b3f7aada3f5,older,correct_1,25.13,alaska_polarbears_m.png,0,alaska_polarbears_c.png,0,4,dwindling,polar bears in alaska,1,alaska_polarbears,listed as an endangered species,numbers are strong and healthy,2,E
55900dcffdf99b3f7aada3f5,older,correct_1,25.13,amazon_rainforest_m.png,5,amazon_rainforest_c.png,0,4,20%,,0,amazon_rainforest,0.06,0.2,1,
55900dcffdf99b3f7aada3f5,older,repeated,25.13,automobile_invention_c.png,2,automobile_invention_c.png,0,3,europeans,americans,1,automobile_invention,europeans,americans,2,1
55900dcffdf99b3f7aada3f5,older,correct_1,25.13,bernie_tax_income_m.png,2,bernie_tax_income_c.png,1,2,50000,"$500,000 ",1,bernie_tax_income,">$10,000,000",">$29,000",E,E
55900dcffdf99b3f7aada3f5,older,correct_3,25.13,biden_studentdebt_m.png,4,biden_studentdebt_c.png,1,3,college,his children's college,1,biden_studentdebt,by putting his children through college,by attending college,A,2
55900dcffdf99b3f7aada3f5,older,repeated,25.13,black_homeownership_c.png,4,black_homeownership_c.png,1,4,2004,2008,1,black_homeownership,2004,2017,2,E
55900dcffdf99b3f7aada3f5,older,correct_3,25.13,bloomberg_campaign_money_m.png,4,bloomberg_campaign_money_c.png,1,4,$1 per voter in the u.s.,,0,bloomberg_campaign_money,$1.50 ,1 million,E,
55900dcffdf99b3f7aada3f5,older,repeated,25.13,brooms_standing_c.png,4,brooms_standing_c.png,0,4,bristles,,0,brooms_standing,when the bristles are spread just right,when the earth's gravitational pull is just right,2,
55900dcffdf99b3f7aada3f5,older,correct_1,25.13,cali_fires_m.png,3,cali_fires_c.png,1,4,lightning,can can't recall,1,cali_fires,downed electric power lines,bad forest management,E,E
55900dcffdf99b3f7aada3f5,older,repeated,25.13,cali_statelaw_c.png,4,cali_statelaw_c.png,0,4,farmers,,0,cali_statelaw,water agencies,homeowners,E,
55900dcffdf99b3f7aada3f5,older,correct_1,25.13,chess_players_m.png,0,chess_players_c.png,1,4,12,0,1,chess_players,90,0,E,1
55900dcffdf99b3f7aada3f5,older,correct_1,25.13,cinderella_castle_m.png,3,cinderella_castle_c.png,1,2,to be easily disassembled in case of hurricane.,,0,cinderella_castle,can withstand hurricane-force winds,can be disassembled in the event of a hurricane,1,
55900dcffdf99b3f7aada3f5,older,repeated,25.13,clinton_nkorea_c.png,1,clinton_nkorea_c.png,0,1,,,0,clinton_nkorea,1.4 billion,3 billion,E,
55900dcffdf99b3f7aada3f5,older,repeated,25.13,coffee_c.png,4,coffee_c.png,0,4,3,,0,coffee,15th,2nd,E,
55900dcffdf99b3f7aada3f5,older,correct_3,25.13,coronabeer_covid_m.png,6,coronabeer_covid_c.png,1,2,rose,corona sales dropped,1,coronabeer_covid,sharp increase,sharp decrease,2,1
55900dcffdf99b3f7aada3f5,older,correct_3,25.13,federal_state_dollars_m.png,4,federal_state_dollars_c.png,0,4,,,0,federal_state_dollars,california,virginia,E,
55900dcffdf99b3f7aada3f5,older,repeated,25.13,gas_2018_c.png,4,gas_2018_c.png,0,4,dropped,,0,gas_2018,rose 15%,rose 25%,E,
55900dcffdf99b3f7aada3f5,older,repeated,25.13,guncontrol_warrant_c.png,1,guncontrol_warrant_c.png,0,4,arrest,,0,guncontrol_warrant,require a warrant,at any time,E,
55900dcffdf99b3f7aada3f5,older,correct_3,25.13,immigration_boy_cage_m.png,5,immigration_boy_cage_c.png,0,4,crossing border,,0,immigration_boy_cage,at a protest,separated from parents,1,
55900dcffdf99b3f7aada3f5,older,repeated,25.13,liberian_women_c.png,3,liberian_women_c.png,0,4,20%,,0,liberian_women,0.6,>38%,E,
55900dcffdf99b3f7aada3f5,older,correct_3,25.13,library_americanflag_m.png,1,library_americanflag_c.png,1,2,because he didn't want to pledge the flag.,i forgot,1,library_americanflag,it did not meet etiquette standards,they did not want to pledge allegiance,1,E
55900dcffdf99b3f7aada3f5,older,repeated,25.13,mexican_border_crossings_c.png,2,mexican_border_crossings_c.png,0,4,,illegal border crossings increased 12%,1,mexican_border_crossings,decreased by 25%,decreased by 40%,E,E
55900dcffdf99b3f7aada3f5,older,correct_1,25.13,military_pay_m.png,4,military_pay_c.png,1,4,every year,never,1,military_pay,every year since 1983,none in 10 years,2,1
55900dcffdf99b3f7aada3f5,older,correct_3,25.13,missing_people_m.png,2,missing_people_c.png,0,3,near caves,near oceans,1,missing_people,national parks,cave systems,1,E
55900dcffdf99b3f7aada3f5,older,repeated,25.13,murder_year_c.png,4,murder_year_c.png,0,3,1980,1991,1,murder_year,1980,2017,2,E
55900dcffdf99b3f7aada3f5,older,correct_1,25.13,obama_website_m.png,4,obama_website_c.png,1,4,"$2,000,000 ",,0,obama_website,2.1 billion,5 billion,E,
55900dcffdf99b3f7aada3f5,older,correct_1,25.13,pope_guncontrol_m.png,3,pope_guncontrol_c.png,0,4,people who horde guns,,0,pope_guncontrol,gun manufacturers,gun owners,E,
55900dcffdf99b3f7aada3f5,older,correct_3,25.13,pres_vacation_m.png,4,pres_vacation_c.png,1,5,obama,clinton,1,pres_vacation,clinton,obama,1,2
55900dcffdf99b3f7aada3f5,older,correct_1,25.13,race_starbucks_m.png,4,race_starbucks_c.png,1,5,$2 million,$2 ,1,race_starbucks,2,2 million,1,2
55900dcffdf99b3f7aada3f5,older,correct_3,25.13,rep_control_m.png,2,rep_control_c.png,1,4,1996,,0,rep_control,2007,1928,E,
55900dcffdf99b3f7aada3f5,older,correct_3,25.13,rural_hospitals_m.png,2,rural_hospitals_c.png,1,5,not enough employees,"not enough employees, not internet malfunction",1,rural_hospitals,they serve people who are less likely to have health insurance,they do not have access to high-speed internet,E,E
55900dcffdf99b3f7aada3f5,older,correct_1,25.13,skorea_population_m.png,3,skorea_population_c.png,1,3,30 million,11 million,1,skorea_population,<10 million people,about 38 million people,E,E
55900dcffdf99b3f7aada3f5,older,correct_3,25.13,soccer_revenue_gap_m.png,2,soccer_revenue_gap_c.png,0,4,0,20,1,soccer_revenue_gap,5.8 million more,20 million more,E,1
55900dcffdf99b3f7aada3f5,older,repeated,25.13,swimmingpool_deaths_c.png,4,swimmingpool_deaths_c.png,0,4,3454 annually,,0,swimmingpool_deaths,3709,360000,E,
55900dcffdf99b3f7aada3f5,older,repeated,25.13,tax_allocation_c.png,3,tax_allocation_c.png,1,5,"medicare, social security and military",,0,tax_allocation,social ('medicare'),military ('war on terror'),A,
55900dcffdf99b3f7aada3f5,older,correct_1,25.13,tax_pres_law_m.png,6,tax_pres_law_c.png,0,2,yes,no,1,tax_pres_law,yes there is a law,no there is no law,2,1
55900dcffdf99b3f7aada3f5,older,correct_3,25.13,test_american_cars_m.png,4,test_american_cars_c.png,0,3,bowling ball dropped on roof.,bowling ball dropped on something else (forgot),1,test_american_cars,simulation of hitting a person,dropping a bowling ball,1,1
55900dcffdf99b3f7aada3f5,older,correct_3,25.13,trump_signed_legislation_m.png,2,trump_signed_legislation_c.png,1,4,none.,,0,trump_signed_legislation,less than any since ww2,more than any other president,2,
55900dcffdf99b3f7aada3f5,older,correct_3,25.13,us_trading_partner_m.png,2,us_trading_partner_c.png,0,3,england,mexico,1,us_trading_partner,china,the united kingdom,1,E
55900dcffdf99b3f7aada3f5,older,repeated,25.13,ut_athletes_ipad_c.png,4,ut_athletes_ipad_c.png,0,4,100%,,0,ut_athletes_ipad,given to a limited number of student-athletes,all student-athletes,1,
55900dcffdf99b3f7aada3f5,older,repeated,25.13,vaccines_autism_c.png,4,vaccines_autism_c.png,0,5,there is none,,0,vaccines_autism,do not cause autism,vaccines cause autism,2,
55900dcffdf99b3f7aada3f5,older,correct_3,25.13,veteran_suicide_m.png,3,veteran_suicide_c.png,1,5,6,12,1,veteran_suicide,0.09,0.7,E,E
55900dcffdf99b3f7aada3f5,older,correct_1,25.13,voter_turnout_m.png,2,voter_turnout_c.png,1,4,2004,,0,voter_turnout,higher than 2012,lowest since 1996,E,
561d98e03d7fe8000b0f5e09,older,repeated,23.99,abortion_bieber_c.png,5,abortion_bieber_c.png,0,6,pro life,,0,abortion_bieber,steadily been pro life,changed from pro choice to pro life,2,
561d98e03d7fe8000b0f5e09,older,repeated,23.99,alabama_senate_c.png,5,alabama_senate_c.png,1,5,100,i don't know,1,alabama_senate,21 years,30 years,E,E
561d98e03d7fe8000b0f5e09,older,repeated,23.99,alaska_polarbears_c.png,5,alaska_polarbears_c.png,0,4,not endangered,,0,alaska_polarbears,listed as an endangered species,numbers are strong and healthy,1,
561d98e03d7fe8000b0f5e09,older,repeated,23.99,amazon_rainforest_c.png,5,amazon_rainforest_c.png,0,6,6 percent,6 percent,1,amazon_rainforest,0.06,0.2,2,2
561d98e03d7fe8000b0f5e09,older,correct_3,23.99,automobile_invention_m.png,4,automobile_invention_c.png,1,5,it was invented in europe,it was invented by the american henry ford,1,automobile_invention,europeans,americans,2,1
561d98e03d7fe8000b0f5e09,older,repeated,23.99,bernie_tax_income_c.png,5,bernie_tax_income_c.png,1,3,those making a million dollars or more,bernie sanders wanted to raise taxes 52 percent on those making a million or more.,1,bernie_tax_income,">$10,000,000",">$29,000",E,E
561d98e03d7fe8000b0f5e09,older,correct_1,23.99,biden_studentdebt_m.png,2,biden_studentdebt_c.png,1,5,paying his children's college education,his own college education,1,biden_studentdebt,by putting his children through college,by attending college,2,1
561d98e03d7fe8000b0f5e09,older,correct_3,23.99,black_homeownership_m.png,5,black_homeownership_c.png,1,5,2017,black home ownership reached highest level in 2017,1,black_homeownership,2004,2017,1,1
561d98e03d7fe8000b0f5e09,older,correct_1,23.99,bloomberg_campaign_money_m.png,0,bloomberg_campaign_money_c.png,1,5,1.5,,0,bloomberg_campaign_money,$1.50 ,1 million,2,
561d98e03d7fe8000b0f5e09,older,correct_3,23.99,brooms_standing_m.png,4,brooms_standing_c.png,0,5,if the bristles are spread just right.,a broom can stand up by itself if the gravitational pull i just right.,1,brooms_standing,when the bristles are spread just right,when the earth's gravitational pull is just right,2,1
561d98e03d7fe8000b0f5e09,older,repeated,23.99,cali_fires_c.png,2,cali_fires_c.png,0,4,power poles,,0,cali_fires,downed electric power lines,bad forest management,2,
561d98e03d7fe8000b0f5e09,older,correct_3,23.99,cali_statelaw_m.png,1,cali_statelaw_c.png,0,5,people who over use water,"people who overuse water fined 10,000",1,cali_statelaw,water agencies,homeowners,A,A
561d98e03d7fe8000b0f5e09,older,repeated,23.99,chess_players_c.png,5,chess_players_c.png,0,5,2,,0,chess_players,90,0,E,
561d98e03d7fe8000b0f5e09,older,repeated,23.99,cinderella_castle_c.png,6,cinderella_castle_c.png,0,5,to withstand hurricanes,,0,cinderella_castle,can withstand hurricane-force winds,can be disassembled in the event of a hurricane,2,
