subject,age_group,statementtype,time_delay,phase1_statement,make_base_beliefs,correction_statement,make_detections,make_test_beliefs,testresponse,alternateresponse,make_cr_response,topic,target,alternate,fact_recall_coding_final,alternate_recall_coding_final
6080956cb039d0b097c4c595,younger,correct_3,23.93,chess_players_m.png,6,chess_players_c.png,1,3,50,none,1,chess_players,90,0,E,1
6080956cb039d0b097c4c595,younger,correct_3,23.93,cinderella_castle_m.png,4,cinderella_castle_c.png,1,6,to withstand hurricane force winds,to be deconstructable in the case of a hurricane threat,1,cinderella_castle,can withstand hurricane-force winds,can be disassembled in the event of a hurricane,2,1
6080956cb039d0b097c4c595,younger,correct_1,23.93,clinton_nkorea_m.png,1,clinton_nkorea_c.png,0,3,1.8 billion,,0,clinton_nkorea,1.4 billion,3 billion,E,
6080956cb039d0b097c4c595,younger,correct_1,23.93,coffee_m.png,5,coffee_c.png,1,4,15th,second,1,coffee,15th,2nd,2,1
6080956cb039d0b097c4c595,younger,repeated,23.93,coronabeer_covid_c.png,3,coronabeer_covid_c.png,0,1,increased,,0,coronabeer_covid,sharp increase,sharp decrease,2,
6080956cb039d0b097c4c595,younger,repeated,23.93,federal_state_dollars_c.png,4,federal_state_dollars_c.png,0,6,medicare and social programs,military,1,federal_state_dollars,california,virginia,E,E
6080956cb039d0b097c4c595,younger,correct_1,23.93,gas_2018_m.png,4,gas_2018_c.png,1,4,increased,,0,gas_2018,rose 15%,rose 25%,A,
6080956cb039d0b097c4c595,younger,correct_1,23.93,guncontrol_warrant_m.png,1,guncontrol_warrant_c.png,1,6,certain ones,any and all,1,guncontrol_warrant,require a warrant,at any time,E,1
6080956cb039d0b097c4c595,younger,repeated,23.93,immigration_boy_cage_c.png,3,immigration_boy_cage_c.png,0,2,to protest seperating the parents and children at the border,,0,immigration_boy_cage,at a protest,separated from parents,2,
6080956cb039d0b097c4c595,younger,correct_1,23.93,liberian_women_m.png,5,liberian_women_c.png,1,4,64,18,1,liberian_women,0.6,>38%,E,E
6080956cb039d0b097c4c595,younger,repeated,23.93,library_americanflag_c.png,1,library_americanflag_c.png,0,1,iowa,,0,library_americanflag,it did not meet etiquette standards,they did not want to pledge allegiance,E,
6080956cb039d0b097c4c595,younger,correct_1,23.93,mexican_border_crossings_m.png,3,mexican_border_crossings_c.png,1,5,decreased by 25,,0,mexican_border_crossings,decreased by 25%,decreased by 40%,2,
6080956cb039d0b097c4c595,younger,correct_3,23.93,military_pay_m.png,5,military_pay_c.png,1,2,every year,not in ten years,1,military_pay,every year since 1983,none in 10 years,2,1
6080956cb039d0b097c4c595,younger,repeated,23.93,missing_people_c.png,4,missing_people_c.png,0,5,near national parks,,0,missing_people,national parks,cave systems,2,
6080956cb039d0b097c4c595,younger,correct_1,23.93,murder_year_m.png,4,murder_year_c.png,1,4,1970,2017,1,murder_year,1980,2017,E,1
6080956cb039d0b097c4c595,younger,correct_3,23.93,obama_website_m.png,3,obama_website_c.png,1,4,1.8 billion,5 billion,1,obama_website,2.1 billion,5 billion,E,1
6080956cb039d0b097c4c595,younger,correct_3,23.93,pope_guncontrol_m.png,3,pope_guncontrol_c.png,0,5,gun manufactures,gun owners,1,pope_guncontrol,gun manufacturers,gun owners,2,1
6080956cb039d0b097c4c595,younger,repeated,23.93,pres_vacation_c.png,2,pres_vacation_c.png,0,1,clinton,,0,pres_vacation,clinton,obama,2,
6080956cb039d0b097c4c595,younger,correct_3,23.93,race_starbucks_m.png,3,race_starbucks_c.png,1,2,2,2 million,1,race_starbucks,2,2 million,2,1
6080956cb039d0b097c4c595,younger,repeated,23.93,rep_control_c.png,2,rep_control_c.png,1,2,2007,1986,1,rep_control,2007,1928,2,E
6080956cb039d0b097c4c595,younger,repeated,23.93,rural_hospitals_c.png,3,rural_hospitals_c.png,0,3,people dont have access to insurance,,0,rural_hospitals,they serve people who are less likely to have health insurance,they do not have access to high-speed internet,2,
6080956cb039d0b097c4c595,younger,correct_3,23.93,skorea_population_m.png,6,skorea_population_c.png,0,5,just over 10 million,38 million,1,skorea_population,<10 million people,about 38 million people,2,1
6080956cb039d0b097c4c595,younger,repeated,23.93,soccer_revenue_gap_c.png,5,soccer_revenue_gap_c.png,0,4,more,,0,soccer_revenue_gap,5.8 million more,20 million more,A,
6080956cb039d0b097c4c595,younger,correct_1,23.93,swimmingpool_deaths_m.png,6,swimmingpool_deaths_c.png,1,5,"3,708 annually",3.65,1,swimmingpool_deaths,3709,360000,E,E
6080956cb039d0b097c4c595,younger,correct_1,23.93,tax_allocation_m.png,2,tax_allocation_c.png,1,6,social,,0,tax_allocation,social ('medicare'),military ('war on terror'),2,
6080956cb039d0b097c4c595,younger,correct_3,23.93,tax_pres_law_m.png,5,tax_pres_law_c.png,1,5,yes,,0,tax_pres_law,yes there is a law,no there is no law,2,
6080956cb039d0b097c4c595,younger,repeated,23.93,test_american_cars_c.png,1,test_american_cars_c.png,0,2,to withstand hitting a pedestrian,,0,test_american_cars,simulation of hitting a person,dropping a bowling ball,2,
6080956cb039d0b097c4c595,younger,repeated,23.93,trump_signed_legislation_c.png,3,trump_signed_legislation_c.png,0,4,less,,0,trump_signed_legislation,less than any since ww2,more than any other president,2,
6080956cb039d0b097c4c595,younger,repeated,23.93,us_trading_partner_c.png,4,us_trading_partner_c.png,0,2,not china,china,1,us_trading_partner,china,the united kingdom,E,2
6080956cb039d0b097c4c595,younger,correct_1,23.93,ut_athletes_ipad_m.png,4,ut_athletes_ipad_c.png,1,4,some of them,all fo them,1,ut_athletes_ipad,given to a limited number of student-athletes,all student-athletes,2,1
6080956cb039d0b097c4c595,younger,correct_1,23.93,vaccines_autism_m.png,1,vaccines_autism_c.png,1,6,they did not confirm it,that they did confirm it,1,vaccines_autism,do not cause autism,vaccines cause autism,2,1
6080956cb039d0b097c4c595,younger,repeated,23.93,veteran_suicide_c.png,2,veteran_suicide_c.png,0,4,7,,0,veteran_suicide,0.09,0.7,E,
6080956cb039d0b097c4c595,younger,correct_3,23.93,voter_turnout_m.png,2,voter_turnout_c.png,1,5,2012,1986,1,voter_turnout,higher than 2012,lowest since 1996,2,E
608c75be6bf5ca1f23ab35ad,younger,correct_3,24.22,abortion_bieber_m.png,4,abortion_bieber_c.png,1,4,pro choice,pro life until very recently,1,abortion_bieber,steadily been pro life,changed from pro choice to pro life,1,1
608c75be6bf5ca1f23ab35ad,younger,correct_3,24.22,alabama_senate_m.png,4,alabama_senate_c.png,0,6,"a lot, i think",,0,alabama_senate,21 years,30 years,E,
608c75be6bf5ca1f23ab35ad,younger,correct_3,24.22,alaska_polarbears_m.png,4,alaska_polarbears_c.png,1,6,they are endangered,they are not endangered,1,alaska_polarbears,listed as an endangered species,numbers are strong and healthy,2,1
608c75be6bf5ca1f23ab35ad,younger,correct_3,24.22,amazon_rainforest_m.png,5,amazon_rainforest_c.png,1,4,5%,20%,1,amazon_rainforest,0.06,0.2,E,1
608c75be6bf5ca1f23ab35ad,younger,correct_1,24.22,automobile_invention_m.png,1,automobile_invention_c.png,1,6,europeans,americans,1,automobile_invention,europeans,americans,2,1
608c75be6bf5ca1f23ab35ad,younger,correct_3,24.22,bernie_tax_income_m.png,1,bernie_tax_income_c.png,1,4,"uhh, a really big number, like 200k+ a year i think? i forgot specifically","20,000+ a year",1,bernie_tax_income,">$10,000,000",">$29,000",E,E
608c75be6bf5ca1f23ab35ad,younger,repeated,24.22,biden_studentdebt_c.png,4,biden_studentdebt_c.png,0,5,sending his kids to college,,0,biden_studentdebt,by putting his children through college,by attending college,2,
608c75be6bf5ca1f23ab35ad,younger,correct_1,24.22,black_homeownership_m.png,4,black_homeownership_c.png,1,6,2003,2017,1,black_homeownership,2004,2017,E,1
608c75be6bf5ca1f23ab35ad,younger,repeated,24.22,bloomberg_campaign_money_c.png,4,bloomberg_campaign_money_c.png,1,5,$1.50 ,,0,bloomberg_campaign_money,$1.50 ,1 million,2,
608c75be6bf5ca1f23ab35ad,younger,correct_1,24.22,brooms_standing_m.png,1,brooms_standing_c.png,1,5,by balancing its bristles properly,through some magical manner of gravity,1,brooms_standing,when the bristles are spread just right,when the earth's gravitational pull is just right,2,1
608c75be6bf5ca1f23ab35ad,younger,correct_3,24.22,cali_fires_m.png,4,cali_fires_c.png,1,4,"mismanagement, i think.. honestly don't remember this one, chief",i know it corrected something but i can't remember!,1,cali_fires,downed electric power lines,bad forest management,1,E
608c75be6bf5ca1f23ab35ad,younger,correct_1,24.22,cali_statelaw_m.png,1,cali_statelaw_c.png,1,5,corporations,common people,1,cali_statelaw,water agencies,homeowners,2,1
608c75be6bf5ca1f23ab35ad,younger,correct_3,24.22,chess_players_m.png,4,chess_players_c.png,1,5,10? a handful at least. :),nobody has reached the grandmaster rank in the past few years,1,chess_players,90,0,E,1
608c75be6bf5ca1f23ab35ad,younger,correct_3,24.22,cinderella_castle_m.png,1,cinderella_castle_c.png,1,5,to resist hurricane winds,to be deconstructible in case of hurricanes,1,cinderella_castle,can withstand hurricane-force winds,can be disassembled in the event of a hurricane,2,1
608c75be6bf5ca1f23ab35ad,younger,correct_1,24.22,clinton_nkorea_m.png,4,clinton_nkorea_c.png,0,4,1.5 billion dubloons,,0,clinton_nkorea,1.4 billion,3 billion,E,
608c75be6bf5ca1f23ab35ad,younger,correct_1,24.22,coffee_m.png,5,coffee_c.png,0,5,"10th place, i think?",first place,1,coffee,15th,2nd,E,E
608c75be6bf5ca1f23ab35ad,younger,repeated,24.22,coronabeer_covid_c.png,0,coronabeer_covid_c.png,1,6,the sales went up!,,0,coronabeer_covid,sharp increase,sharp decrease,2,
608c75be6bf5ca1f23ab35ad,younger,repeated,24.22,federal_state_dollars_c.png,4,federal_state_dollars_c.png,1,6,california,,0,federal_state_dollars,california,virginia,2,
608c75be6bf5ca1f23ab35ad,younger,correct_1,24.22,gas_2018_m.png,4,gas_2018_c.png,1,4,it went up,,0,gas_2018,rose 15%,rose 25%,A,
608c75be6bf5ca1f23ab35ad,younger,correct_1,24.22,guncontrol_warrant_m.png,4,guncontrol_warrant_c.png,1,6,never,with a warrant,1,guncontrol_warrant,require a warrant,at any time,E,2
608c75be6bf5ca1f23ab35ad,younger,repeated,24.22,immigration_boy_cage_c.png,2,immigration_boy_cage_c.png,0,4,"for a protest, i think",,0,immigration_boy_cage,at a protest,separated from parents,2,
608c75be6bf5ca1f23ab35ad,younger,correct_1,24.22,liberian_women_m.png,3,liberian_women_c.png,1,6,60%,30%,1,liberian_women,0.6,>38%,2,E
608c75be6bf5ca1f23ab35ad,younger,repeated,24.22,library_americanflag_c.png,1,library_americanflag_c.png,0,5,it violated some public conduct.,,0,library_americanflag,it did not meet etiquette standards,they did not want to pledge allegiance,2,
608c75be6bf5ca1f23ab35ad,younger,correct_1,24.22,mexican_border_crossings_m.png,3,mexican_border_crossings_c.png,1,4,it has decreased,it has increased,1,mexican_border_crossings,decreased by 25%,decreased by 40%,A,E
608c75be6bf5ca1f23ab35ad,younger,correct_3,24.22,military_pay_m.png,4,military_pay_c.png,1,4,every 2 years? i think.,they havent received pay raises in over 10 years,1,military_pay,every year since 1983,none in 10 years,E,1
608c75be6bf5ca1f23ab35ad,younger,repeated,24.22,missing_people_c.png,5,missing_people_c.png,0,6,near national parks,,0,missing_people,national parks,cave systems,2,
608c75be6bf5ca1f23ab35ad,younger,correct_1,24.22,murder_year_m.png,1,murder_year_c.png,1,5,1991,2017,1,murder_year,1980,2017,E,1
608c75be6bf5ca1f23ab35ad,younger,correct_3,24.22,obama_website_m.png,2,obama_website_c.png,1,4,5 billion dubloons,,0,obama_website,2.1 billion,5 billion,1,
608c75be6bf5ca1f23ab35ad,younger,correct_3,24.22,pope_guncontrol_m.png,4,pope_guncontrol_c.png,1,6,christians that own guns,,0,pope_guncontrol,gun manufacturers,gun owners,1,
608c75be6bf5ca1f23ab35ad,younger,repeated,24.22,pres_vacation_c.png,4,pres_vacation_c.png,1,6,bill clinton,trump,1,pres_vacation,clinton,obama,2,E
608c75be6bf5ca1f23ab35ad,younger,correct_3,24.22,race_starbucks_m.png,4,race_starbucks_c.png,1,6,2 dubloons,2 million dollars,1,race_starbucks,2,2 million,2,1
608c75be6bf5ca1f23ab35ad,younger,repeated,24.22,rep_control_c.png,4,rep_control_c.png,0,4,TRUE,,0,rep_control,2007,1928,E,
608c75be6bf5ca1f23ab35ad,younger,repeated,24.22,rural_hospitals_c.png,4,rural_hospitals_c.png,1,6,lack of people with access to healthcare,,0,rural_hospitals,they serve people who are less likely to have health insurance,they do not have access to high-speed internet,2,
608c75be6bf5ca1f23ab35ad,younger,correct_3,24.22,skorea_population_m.png,4,skorea_population_c.png,1,5,51 million,18 million,1,skorea_population,<10 million people,about 38 million people,E,E
608c75be6bf5ca1f23ab35ad,younger,repeated,24.22,soccer_revenue_gap_c.png,2,soccer_revenue_gap_c.png,1,4,like 1 or 2 million more i believe,,0,soccer_revenue_gap,5.8 million more,20 million more,E,
608c75be6bf5ca1f23ab35ad,younger,correct_1,24.22,swimmingpool_deaths_m.png,4,swimmingpool_deaths_c.png,1,4,593,1000,1,swimmingpool_deaths,3709,360000,E,E
608c75be6bf5ca1f23ab35ad,younger,correct_1,24.22,tax_allocation_m.png,4,tax_allocation_c.png,1,6,healthcare and social programs,military spending and war on terror,1,tax_allocation,social ('medicare'),military ('war on terror'),2,1
608c75be6bf5ca1f23ab35ad,younger,correct_3,24.22,tax_pres_law_m.png,1,tax_pres_law_c.png,1,6,"yes. to """"rurn"""" over tax documents, silly survey writer! :)",there is no law enforcing the president,1,tax_pres_law,yes there is a law,no there is no law,2,1
608c75be6bf5ca1f23ab35ad,younger,repeated,24.22,test_american_cars_c.png,1,test_american_cars_c.png,0,6,hitting a pedestrian,,0,test_american_cars,simulation of hitting a person,dropping a bowling ball,2,
608c75be6bf5ca1f23ab35ad,younger,repeated,24.22,trump_signed_legislation_c.png,2,trump_signed_legislation_c.png,0,4,the least amount,,0,trump_signed_legislation,less than any since ww2,more than any other president,2,
608c75be6bf5ca1f23ab35ad,younger,repeated,24.22,us_trading_partner_c.png,4,us_trading_partner_c.png,0,6,china,,0,us_trading_partner,china,the united kingdom,2,
608c75be6bf5ca1f23ab35ad,younger,correct_1,24.22,ut_athletes_ipad_m.png,3,ut_athletes_ipad_c.png,1,6,one tenth,all students are given ipads,1,ut_athletes_ipad,given to a limited number of student-athletes,all student-athletes,2,1
608c75be6bf5ca1f23ab35ad,younger,correct_1,24.22,vaccines_autism_m.png,1,vaccines_autism_c.png,1,5,no connection,,0,vaccines_autism,do not cause autism,vaccines cause autism,2,
608c75be6bf5ca1f23ab35ad,younger,repeated,24.22,veteran_suicide_c.png,5,veteran_suicide_c.png,0,5,10%,4%,1,veteran_suicide,0.09,0.7,E,E
608c75be6bf5ca1f23ab35ad,younger,correct_3,24.22,voter_turnout_m.png,1,voter_turnout_c.png,1,4,2012,,0,voter_turnout,higher than 2012,lowest since 1996,2,
608ca27f0fc273d395eb58bd,older,correct_3,24.12,abortion_bieber_m.png,4,abortion_bieber_c.png,1,6,pro life,changed from pro choice to pro life,1,abortion_bieber,steadily been pro life,changed from pro choice to pro life,2,1
608ca27f0fc273d395eb58bd,older,correct_3,24.12,alabama_senate_m.png,5,alabama_senate_c.png,1,4,30,,0,alabama_senate,21 years,30 years,1,
608ca27f0fc273d395eb58bd,older,correct_3,24.12,alaska_polarbears_m.png,2,alaska_polarbears_c.png,1,5,thriving,,0,alaska_polarbears,listed as an endangered species,numbers are strong and healthy,1,
608ca27f0fc273d395eb58bd,older,correct_3,24.12,amazon_rainforest_m.png,5,amazon_rainforest_c.png,1,6,6%,20%,1,amazon_rainforest,0.06,0.2,2,1
608ca27f0fc273d395eb58bd,older,correct_1,24.12,automobile_invention_m.png,3,automobile_invention_c.png,1,5,europeans,americans,1,automobile_invention,europeans,americans,2,1
608ca27f0fc273d395eb58bd,older,correct_3,24.12,bernie_tax_income_m.png,2,bernie_tax_income_c.png,1,6,10m,22000,1,bernie_tax_income,">$10,000,000",">$29,000",2,E
608ca27f0fc273d395eb58bd,older,repeated,24.12,biden_studentdebt_c.png,1,biden_studentdebt_c.png,0,6,college expenses for his children,,0,biden_studentdebt,by putting his children through college,by attending college,2,
608ca27f0fc273d395eb58bd,older,correct_1,24.12,black_homeownership_m.png,4,black_homeownership_c.png,1,2,2015,,0,black_homeownership,2004,2017,E,
608ca27f0fc273d395eb58bd,older,repeated,24.12,bloomberg_campaign_money_c.png,5,bloomberg_campaign_money_c.png,0,6,$1.50 ,,0,bloomberg_campaign_money,$1.50 ,1 million,2,
608ca27f0fc273d395eb58bd,older,correct_1,24.12,brooms_standing_m.png,1,brooms_standing_c.png,1,5,if the bristles are properly placed,gravity being just right,1,brooms_standing,when the bristles are spread just right,when the earth's gravitational pull is just right,2,1
608ca27f0fc273d395eb58bd,older,correct_3,24.12,cali_fires_m.png,2,cali_fires_c.png,1,6,downed electrical wires.,poor woodland management.,1,cali_fires,downed electric power lines,bad forest management,2,1
608ca27f0fc273d395eb58bd,older,correct_1,24.12,cali_statelaw_m.png,4,cali_statelaw_c.png,1,6,water authorities,citizens,1,cali_statelaw,water agencies,homeowners,2,1
608ca27f0fc273d395eb58bd,older,correct_3,24.12,chess_players_m.png,2,chess_players_c.png,1,6,many,none,1,chess_players,90,0,E,1
608ca27f0fc273d395eb58bd,older,correct_3,24.12,cinderella_castle_m.png,2,cinderella_castle_c.png,1,6,to withstand strong storms including hurricanes.,to be easily deconstructed in the event of a hurricane.,1,cinderella_castle,can withstand hurricane-force winds,can be disassembled in the event of a hurricane,2,1
608ca27f0fc273d395eb58bd,older,correct_1,24.12,clinton_nkorea_m.png,0,clinton_nkorea_c.png,1,5,1.5b,,0,clinton_nkorea,1.4 billion,3 billion,E,
608ca27f0fc273d395eb58bd,older,correct_1,24.12,coffee_m.png,4,coffee_c.png,1,6,19th,1st,1,coffee,15th,2nd,E,E
608ca27f0fc273d395eb58bd,older,repeated,24.12,coronabeer_covid_c.png,2,coronabeer_covid_c.png,0,6,greatly increased,,0,coronabeer_covid,sharp increase,sharp decrease,2,
608ca27f0fc273d395eb58bd,older,repeated,24.12,federal_state_dollars_c.png,1,federal_state_dollars_c.png,0,6,california,,0,federal_state_dollars,california,virginia,2,
608ca27f0fc273d395eb58bd,older,correct_1,24.12,gas_2018_m.png,5,gas_2018_c.png,1,5,,25%,1,gas_2018,rose 15%,rose 25%,E,1
608ca27f0fc273d395eb58bd,older,correct_1,24.12,guncontrol_warrant_m.png,1,guncontrol_warrant_c.png,1,6,with a warrant,no reason,1,guncontrol_warrant,require a warrant,at any time,2,1
608ca27f0fc273d395eb58bd,older,repeated,24.12,immigration_boy_cage_c.png,2,immigration_boy_cage_c.png,1,5,to demonstrate separation of children from families at the border,,0,immigration_boy_cage,at a protest,separated from parents,2,
608ca27f0fc273d395eb58bd,older,correct_1,24.12,liberian_women_m.png,5,liberian_women_c.png,1,5,60%,6%,1,liberian_women,0.6,>38%,2,E
608ca27f0fc273d395eb58bd,older,repeated,24.12,library_americanflag_c.png,4,library_americanflag_c.png,0,6,it did not meet proper etiquette,,0,library_americanflag,it did not meet etiquette standards,they did not want to pledge allegiance,2,
608ca27f0fc273d395eb58bd,older,correct_1,24.12,mexican_border_crossings_m.png,2,mexican_border_crossings_c.png,0,4,,,0,mexican_border_crossings,decreased by 25%,decreased by 40%,E,
608ca27f0fc273d395eb58bd,older,correct_3,24.12,military_pay_m.png,5,military_pay_c.png,1,6,every year,not for 10 years,1,military_pay,every year since 1983,none in 10 years,2,1
608ca27f0fc273d395eb58bd,older,repeated,24.12,missing_people_c.png,2,missing_people_c.png,0,6,near national parks,,0,missing_people,national parks,cave systems,2,
608ca27f0fc273d395eb58bd,older,correct_1,24.12,murder_year_m.png,4,murder_year_c.png,1,4,1996,2017,1,murder_year,1980,2017,E,1
608ca27f0fc273d395eb58bd,older,correct_3,24.12,obama_website_m.png,2,obama_website_c.png,1,4,1.5b,5b,1,obama_website,2.1 billion,5 billion,E,1
608ca27f0fc273d395eb58bd,older,correct_3,24.12,pope_guncontrol_m.png,4,pope_guncontrol_c.png,1,6,manufacturers of firearms,owners of firearms,1,pope_guncontrol,gun manufacturers,gun owners,2,1
608ca27f0fc273d395eb58bd,older,repeated,24.12,pres_vacation_c.png,4,pres_vacation_c.png,0,6,bill clinton.,,0,pres_vacation,clinton,obama,2,
608ca27f0fc273d395eb58bd,older,correct_3,24.12,race_starbucks_m.png,4,race_starbucks_c.png,0,6,2m,,0,race_starbucks,2,2 million,1,
608ca27f0fc273d395eb58bd,older,repeated,24.12,rep_control_c.png,5,rep_control_c.png,0,5,2007,,0,rep_control,2007,1928,2,
608ca27f0fc273d395eb58bd,older,repeated,24.12,rural_hospitals_c.png,4,rural_hospitals_c.png,0,5,having to treat those without health insurance,,0,rural_hospitals,they serve people who are less likely to have health insurance,they do not have access to high-speed internet,2,
608ca27f0fc273d395eb58bd,older,correct_3,24.12,skorea_population_m.png,4,skorea_population_c.png,1,5,8000000,38000000,1,skorea_population,<10 million people,about 38 million people,E,1
608ca27f0fc273d395eb58bd,older,repeated,24.12,soccer_revenue_gap_c.png,2,soccer_revenue_gap_c.png,0,5,5m,,0,soccer_revenue_gap,5.8 million more,20 million more,E,
608ca27f0fc273d395eb58bd,older,correct_1,24.12,swimmingpool_deaths_m.png,2,swimmingpool_deaths_c.png,1,5,3907,360000,1,swimmingpool_deaths,3709,360000,E,1
608ca27f0fc273d395eb58bd,older,correct_1,24.12,tax_allocation_m.png,2,tax_allocation_c.png,1,5,social programs,foreign aid,1,tax_allocation,social ('medicare'),military ('war on terror'),2,E
608ca27f0fc273d395eb58bd,older,correct_3,24.12,tax_pres_law_m.png,5,tax_pres_law_c.png,1,6,yes,no,1,tax_pres_law,yes there is a law,no there is no law,2,1
608ca27f0fc273d395eb58bd,older,repeated,24.12,test_american_cars_c.png,4,test_american_cars_c.png,0,6,simulating striking a pedestrian,,0,test_american_cars,simulation of hitting a person,dropping a bowling ball,2,
608ca27f0fc273d395eb58bd,older,repeated,24.12,trump_signed_legislation_c.png,4,trump_signed_legislation_c.png,0,6,less,,0,trump_signed_legislation,less than any since ww2,more than any other president,2,
608ca27f0fc273d395eb58bd,older,repeated,24.12,us_trading_partner_c.png,6,us_trading_partner_c.png,0,6,china,,0,us_trading_partner,china,the united kingdom,2,
608ca27f0fc273d395eb58bd,older,correct_1,24.12,ut_athletes_ipad_m.png,4,ut_athletes_ipad_c.png,1,5,those that are deemed to need them,all of them,1,ut_athletes_ipad,given to a limited number of student-athletes,all student-athletes,2,1
608ca27f0fc273d395eb58bd,older,correct_1,24.12,vaccines_autism_m.png,1,vaccines_autism_c.png,1,6,there is no link,there is a link.,1,vaccines_autism,do not cause autism,vaccines cause autism,2,1
608ca27f0fc273d395eb58bd,older,repeated,24.12,veteran_suicide_c.png,4,veteran_suicide_c.png,0,5,9%,,0,veteran_suicide,0.09,0.7,2,
608ca27f0fc273d395eb58bd,older,correct_3,24.12,voter_turnout_m.png,3,voter_turnout_c.png,0,4,2012,2016,1,voter_turnout,higher than 2012,lowest since 1996,2,E
608e2cb9067eb028500433d5,older,repeated,31.85,abortion_bieber_c.png,5,abortion_bieber_c.png,1,5,pro-life,,0,abortion_bieber,steadily been pro life,changed from pro choice to pro life,2,
608e2cb9067eb028500433d5,older,repeated,31.85,alabama_senate_c.png,3,alabama_senate_c.png,0,4,21,,0,alabama_senate,21 years,30 years,2,
608e2cb9067eb028500433d5,older,repeated,31.85,alaska_polarbears_c.png,4,alaska_polarbears_c.png,0,6,they are on the protected species list,,0,alaska_polarbears,listed as an endangered species,numbers are strong and healthy,2,
608e2cb9067eb028500433d5,older,repeated,31.85,amazon_rainforest_c.png,5,amazon_rainforest_c.png,0,4,one-third,,0,amazon_rainforest,0.06,0.2,E,
608e2cb9067eb028500433d5,older,correct_3,31.85,automobile_invention_m.png,4,automobile_invention_c.png,1,5,uk,america,1,automobile_invention,europeans,americans,2,1
608e2cb9067eb028500433d5,older,repeated,31.85,bernie_tax_income_c.png,5,bernie_tax_income_c.png,0,6,"$10,000,000 ",,0,bernie_tax_income,">$10,000,000",">$29,000",2,
608e2cb9067eb028500433d5,older,correct_1,31.85,biden_studentdebt_m.png,4,biden_studentdebt_c.png,1,6,paying for his children's college,from student loans for himself,1,biden_studentdebt,by putting his children through college,by attending college,2,1
608e2cb9067eb028500433d5,older,correct_3,31.85,black_homeownership_m.png,5,black_homeownership_c.png,1,5,2004,2017,1,black_homeownership,2004,2017,2,1
608e2cb9067eb028500433d5,older,correct_1,31.85,bloomberg_campaign_money_m.png,1,bloomberg_campaign_money_c.png,1,6,$1.50 ,$1 million,1,bloomberg_campaign_money,$1.50 ,1 million,2,1
608e2cb9067eb028500433d5,older,correct_3,31.85,brooms_standing_m.png,4,brooms_standing_c.png,1,6,if the bristles are placed in a particular manner,that gravity conditions cause the broom to stand by itself,1,brooms_standing,when the bristles are spread just right,when the earth's gravitational pull is just right,2,1
608e2cb9067eb028500433d5,older,repeated,31.85,cali_fires_c.png,6,cali_fires_c.png,0,6,partly caused by wind knocking electric lines together,,0,cali_fires,downed electric power lines,bad forest management,2,
608e2cb9067eb028500433d5,older,correct_3,31.85,cali_statelaw_m.png,1,cali_statelaw_c.png,0,2,residents and businesses,"fine of $10,000",1,cali_statelaw,water agencies,homeowners,A,E
608e2cb9067eb028500433d5,older,repeated,31.85,chess_players_c.png,3,chess_players_c.png,1,5,9,19,1,chess_players,90,0,E,E
608e2cb9067eb028500433d5,older,repeated,31.85,cinderella_castle_c.png,4,cinderella_castle_c.png,0,4,to withstand hurricanes,,0,cinderella_castle,can withstand hurricane-force winds,can be disassembled in the event of a hurricane,2,
608e2cb9067eb028500433d5,older,correct_3,31.85,clinton_nkorea_m.png,1,clinton_nkorea_c.png,1,5,1.3 billion,3.0 billion,1,clinton_nkorea,1.4 billion,3 billion,E,1
608e2cb9067eb028500433d5,older,correct_3,31.85,coffee_m.png,5,coffee_c.png,1,3,2,,0,coffee,15th,2nd,1,
608e2cb9067eb028500433d5,older,correct_1,31.85,coronabeer_covid_m.png,1,coronabeer_covid_c.png,1,6,increased sales,,0,coronabeer_covid,sharp increase,sharp decrease,2,
608e2cb9067eb028500433d5,older,correct_1,31.85,federal_state_dollars_m.png,1,federal_state_dollars_c.png,1,6,california,virginia,1,federal_state_dollars,california,virginia,2,1
608e2cb9067eb028500433d5,older,correct_3,31.85,gas_2018_m.png,1,gas_2018_c.png,1,5,decreased,,0,gas_2018,rose 15%,rose 25%,E,
608e2cb9067eb028500433d5,older,correct_3,31.85,guncontrol_warrant_m.png,4,guncontrol_warrant_c.png,1,4,with a warrant,if they find it during a routine stop,1,guncontrol_warrant,require a warrant,at any time,2,E
608e2cb9067eb028500433d5,older,correct_1,31.85,immigration_boy_cage_m.png,2,immigration_boy_cage_c.png,1,5,to keep him safe while his parents were being processed at the border,to treat him like an animal because he is illegal,1,immigration_boy_cage,at a protest,separated from parents,1,1
608e2cb9067eb028500433d5,older,correct_3,31.85,liberian_women_m.png,4,liberian_women_c.png,1,3,18 percent,,0,liberian_women,0.6,>38%,E,
608e2cb9067eb028500433d5,older,correct_1,31.85,library_americanflag_m.png,2,library_americanflag_c.png,1,6,because it was not hung properly and in good shape,,0,library_americanflag,it did not meet etiquette standards,they did not want to pledge allegiance,2,
608e2cb9067eb028500433d5,older,correct_3,31.85,mexican_border_crossings_m.png,5,mexican_border_crossings_c.png,1,5,decreased by 47%,,0,mexican_border_crossings,decreased by 25%,decreased by 40%,E,
608e2cb9067eb028500433d5,older,repeated,31.85,military_pay_c.png,2,military_pay_c.png,0,6,annually,annually since 1983,1,military_pay,every year since 1983,none in 10 years,2,2
