subject,time_delay,age_group,trial_count,topic,statement,statementtype,make_fams
53987712fdf99b68e3a45021,39.19,younger,34,un_resolutions,un_resolutions_c.png,filler,1
53987712fdf99b68e3a45021,39.19,younger,35,trump_signed_legislation,trump_signed_legislation_m.png,correct_3,2
53987712fdf99b68e3a45021,39.19,younger,36,disease_illinois,disease_illinois_c.png,filler,1
53987712fdf99b68e3a45021,39.19,younger,37,trump_emotional,trump_emotional_c.png,filler,1
53987712fdf99b68e3a45021,39.19,younger,38,bloomberg_campaign_money,bloomberg_campaign_money_m.png,correct_3,1
53987712fdf99b68e3a45021,39.19,younger,39,africa_revenue,africa_revenue_c.png,filler,1
53987712fdf99b68e3a45021,39.19,younger,40,soccer_revenue_gap,soccer_revenue_gap_m.png,correct_3,1
53987712fdf99b68e3a45021,39.19,younger,41,cleanest_air,cleanest_air_c.png,filler,1
53987712fdf99b68e3a45021,39.19,younger,42,immigration_boy_cage,immigration_boy_cage_m.png,correct_3,4
53987712fdf99b68e3a45021,39.19,younger,43,guncontrol_background,guncontrol_background_c.png,filler,1
53987712fdf99b68e3a45021,39.19,younger,44,pres_vacation,pres_vacation_m.png,correct_3,1
53987712fdf99b68e3a45021,39.19,younger,45,rural_hospitals,rural_hospitals_m.png,correct_3,1
53987712fdf99b68e3a45021,39.19,younger,46,marriage_license_benefits,marriage_license_benefits_c.png,filler,1
53987712fdf99b68e3a45021,39.19,younger,47,test_american_cars,test_american_cars_m.png,correct_3,1
53987712fdf99b68e3a45021,39.19,younger,48,global_warming_antarctica,global_warming_antarctica_c.png,filler,1
53987712fdf99b68e3a45021,39.19,younger,49,apple_heart_monitor,apple_heart_monitor_c.png,filler,1
53987712fdf99b68e3a45021,39.19,younger,50,biden_studentdebt,biden_studentdebt_m.png,correct_3,1
53987712fdf99b68e3a45021,39.19,younger,51,starwars_trump,starwars_trump_c.png,filler,1
53987712fdf99b68e3a45021,39.19,younger,52,us_trading_partner,us_trading_partner_m.png,correct_3,1
53987712fdf99b68e3a45021,39.19,younger,53,missing_people,missing_people_m.png,correct_3,1
53987712fdf99b68e3a45021,39.19,younger,54,illegal_traffic_rate,illegal_traffic_rate_c.png,filler,1
53987712fdf99b68e3a45021,39.19,younger,55,hurricane_relief,hurricane_relief_c.png,filler,1
53987712fdf99b68e3a45021,39.19,younger,56,coronabeer_covid,coronabeer_covid_m.png,correct_3,4
53987712fdf99b68e3a45021,39.19,younger,57,trump_chrissyteigen,trump_chrissyteigen_c.png,filler,1
53987712fdf99b68e3a45021,39.19,younger,58,veteran_suicide,veteran_suicide_m.png,correct_3,1
53987712fdf99b68e3a45021,39.19,younger,59,federal_state_dollars,federal_state_dollars_m.png,correct_3,1
53987712fdf99b68e3a45021,39.19,younger,60,energy_independence,energy_independence_c.png,filler,1
555906c9fdf99b06175ee24c,47.25,younger,1,marriage_license_benefits,marriage_license_benefits_c.png,filler,2
555906c9fdf99b06175ee24c,47.25,younger,2,biden_studentdebt,biden_studentdebt_m.png,correct_3,2
555906c9fdf99b06175ee24c,47.25,younger,3,coronabeer_covid,coronabeer_covid_m.png,correct_3,5
555906c9fdf99b06175ee24c,47.25,younger,4,cleanest_air,cleanest_air_c.png,filler,5
555906c9fdf99b06175ee24c,47.25,younger,5,guncontrol_background,guncontrol_background_c.png,filler,4
555906c9fdf99b06175ee24c,47.25,younger,6,us_trading_partner,us_trading_partner_m.png,correct_3,3
555906c9fdf99b06175ee24c,47.25,younger,7,trump_chrissyteigen,trump_chrissyteigen_c.png,filler,2
555906c9fdf99b06175ee24c,47.25,younger,8,bloomberg_campaign_money,bloomberg_campaign_money_m.png,correct_3,0
555906c9fdf99b06175ee24c,47.25,younger,9,africa_revenue,africa_revenue_c.png,filler,2
555906c9fdf99b06175ee24c,47.25,younger,10,immigration_boy_cage,immigration_boy_cage_m.png,correct_3,6
555906c9fdf99b06175ee24c,47.25,younger,11,rural_hospitals,rural_hospitals_m.png,correct_3,2
555906c9fdf99b06175ee24c,47.25,younger,12,global_warming_antarctica,global_warming_antarctica_c.png,filler,2
555906c9fdf99b06175ee24c,47.25,younger,13,energy_independence,energy_independence_c.png,filler,5
555906c9fdf99b06175ee24c,47.25,younger,14,pres_vacation,pres_vacation_m.png,correct_3,5
555906c9fdf99b06175ee24c,47.25,younger,15,illegal_traffic_rate,illegal_traffic_rate_c.png,filler,3
555906c9fdf99b06175ee24c,47.25,younger,16,missing_people,missing_people_m.png,correct_3,2
555906c9fdf99b06175ee24c,47.25,younger,17,trump_emotional,trump_emotional_c.png,filler,5
555906c9fdf99b06175ee24c,47.25,younger,18,federal_state_dollars,federal_state_dollars_m.png,correct_3,5
555906c9fdf99b06175ee24c,47.25,younger,19,soccer_revenue_gap,soccer_revenue_gap_m.png,correct_3,1
555906c9fdf99b06175ee24c,47.25,younger,20,apple_heart_monitor,apple_heart_monitor_c.png,filler,5
555906c9fdf99b06175ee24c,47.25,younger,21,test_american_cars,test_american_cars_m.png,correct_3,2
555906c9fdf99b06175ee24c,47.25,younger,22,mass_shootings,mass_shootings_c.png,filler,6
555906c9fdf99b06175ee24c,47.25,younger,23,rep_control,rep_control_m.png,correct_3,5
555906c9fdf99b06175ee24c,47.25,younger,24,starwars_trump,starwars_trump_c.png,filler,4
555906c9fdf99b06175ee24c,47.25,younger,25,trump_signed_legislation,trump_signed_legislation_m.png,correct_3,4
555906c9fdf99b06175ee24c,47.25,younger,26,disease_illinois,disease_illinois_c.png,filler,4
555906c9fdf99b06175ee24c,47.25,younger,27,library_americanflag,library_americanflag_m.png,correct_3,1
555906c9fdf99b06175ee24c,47.25,younger,28,hurricane_relief,hurricane_relief_c.png,filler,6
555906c9fdf99b06175ee24c,47.25,younger,29,un_resolutions,un_resolutions_c.png,filler,4
555906c9fdf99b06175ee24c,47.25,younger,30,veteran_suicide,veteran_suicide_m.png,correct_3,3
555906c9fdf99b06175ee24c,47.25,younger,31,rep_control,rep_control_m.png,correct_3,3
555906c9fdf99b06175ee24c,47.25,younger,32,mass_shootings,mass_shootings_c.png,filler,6
555906c9fdf99b06175ee24c,47.25,younger,33,library_americanflag,library_americanflag_m.png,correct_3,2
555906c9fdf99b06175ee24c,47.25,younger,34,un_resolutions,un_resolutions_c.png,filler,4
555906c9fdf99b06175ee24c,47.25,younger,35,trump_signed_legislation,trump_signed_legislation_m.png,correct_3,4
555906c9fdf99b06175ee24c,47.25,younger,36,disease_illinois,disease_illinois_c.png,filler,4
555906c9fdf99b06175ee24c,47.25,younger,37,trump_emotional,trump_emotional_c.png,filler,5
555906c9fdf99b06175ee24c,47.25,younger,38,bloomberg_campaign_money,bloomberg_campaign_money_m.png,correct_3,3
555906c9fdf99b06175ee24c,47.25,younger,39,africa_revenue,africa_revenue_c.png,filler,2
555906c9fdf99b06175ee24c,47.25,younger,40,soccer_revenue_gap,soccer_revenue_gap_m.png,correct_3,1
555906c9fdf99b06175ee24c,47.25,younger,41,cleanest_air,cleanest_air_c.png,filler,5
555906c9fdf99b06175ee24c,47.25,younger,42,immigration_boy_cage,immigration_boy_cage_m.png,correct_3,6
555906c9fdf99b06175ee24c,47.25,younger,43,guncontrol_background,guncontrol_background_c.png,filler,3
555906c9fdf99b06175ee24c,47.25,younger,44,pres_vacation,pres_vacation_m.png,correct_3,5
555906c9fdf99b06175ee24c,47.25,younger,45,rural_hospitals,rural_hospitals_m.png,correct_3,2
555906c9fdf99b06175ee24c,47.25,younger,46,marriage_license_benefits,marriage_license_benefits_c.png,filler,2
555906c9fdf99b06175ee24c,47.25,younger,47,test_american_cars,test_american_cars_m.png,correct_3,3
555906c9fdf99b06175ee24c,47.25,younger,48,global_warming_antarctica,global_warming_antarctica_c.png,filler,0
555906c9fdf99b06175ee24c,47.25,younger,49,apple_heart_monitor,apple_heart_monitor_c.png,filler,5
555906c9fdf99b06175ee24c,47.25,younger,50,biden_studentdebt,biden_studentdebt_m.png,correct_3,2
555906c9fdf99b06175ee24c,47.25,younger,51,starwars_trump,starwars_trump_c.png,filler,5
555906c9fdf99b06175ee24c,47.25,younger,52,us_trading_partner,us_trading_partner_m.png,correct_3,3
555906c9fdf99b06175ee24c,47.25,younger,53,missing_people,missing_people_m.png,correct_3,2
555906c9fdf99b06175ee24c,47.25,younger,54,illegal_traffic_rate,illegal_traffic_rate_c.png,filler,3
555906c9fdf99b06175ee24c,47.25,younger,55,hurricane_relief,hurricane_relief_c.png,filler,6
555906c9fdf99b06175ee24c,47.25,younger,56,coronabeer_covid,coronabeer_covid_m.png,correct_3,6
555906c9fdf99b06175ee24c,47.25,younger,57,trump_chrissyteigen,trump_chrissyteigen_c.png,filler,2
555906c9fdf99b06175ee24c,47.25,younger,58,veteran_suicide,veteran_suicide_m.png,correct_3,3
555906c9fdf99b06175ee24c,47.25,younger,59,federal_state_dollars,federal_state_dollars_m.png,correct_3,5
555906c9fdf99b06175ee24c,47.25,younger,60,energy_independence,energy_independence_c.png,filler,5
55900dcffdf99b3f7aada3f5,25.13,older,1,marriage_license_benefits,marriage_license_benefits_c.png,filler,0
55900dcffdf99b3f7aada3f5,25.13,older,2,biden_studentdebt,biden_studentdebt_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,3,coronabeer_covid,coronabeer_covid_m.png,correct_3,5
55900dcffdf99b3f7aada3f5,25.13,older,4,cleanest_air,cleanest_air_c.png,filler,0
55900dcffdf99b3f7aada3f5,25.13,older,5,guncontrol_background,guncontrol_background_c.png,filler,4
55900dcffdf99b3f7aada3f5,25.13,older,6,us_trading_partner,us_trading_partner_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,7,trump_chrissyteigen,trump_chrissyteigen_c.png,filler,2
55900dcffdf99b3f7aada3f5,25.13,older,8,bloomberg_campaign_money,bloomberg_campaign_money_m.png,correct_3,4
55900dcffdf99b3f7aada3f5,25.13,older,9,africa_revenue,africa_revenue_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,10,immigration_boy_cage,immigration_boy_cage_m.png,correct_3,4
55900dcffdf99b3f7aada3f5,25.13,older,11,rural_hospitals,rural_hospitals_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,12,global_warming_antarctica,global_warming_antarctica_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,13,energy_independence,energy_independence_c.png,filler,2
55900dcffdf99b3f7aada3f5,25.13,older,14,pres_vacation,pres_vacation_m.png,correct_3,0
55900dcffdf99b3f7aada3f5,25.13,older,15,illegal_traffic_rate,illegal_traffic_rate_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,16,missing_people,missing_people_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,17,trump_emotional,trump_emotional_c.png,filler,4
55900dcffdf99b3f7aada3f5,25.13,older,18,federal_state_dollars,federal_state_dollars_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,19,soccer_revenue_gap,soccer_revenue_gap_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,20,apple_heart_monitor,apple_heart_monitor_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,21,test_american_cars,test_american_cars_m.png,correct_3,2
55900dcffdf99b3f7aada3f5,25.13,older,22,mass_shootings,mass_shootings_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,23,rep_control,rep_control_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,24,starwars_trump,starwars_trump_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,25,trump_signed_legislation,trump_signed_legislation_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,26,disease_illinois,disease_illinois_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,27,library_americanflag,library_americanflag_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,28,hurricane_relief,hurricane_relief_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,29,un_resolutions,un_resolutions_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,30,veteran_suicide,veteran_suicide_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,31,rep_control,rep_control_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,32,mass_shootings,mass_shootings_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,33,library_americanflag,library_americanflag_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,34,un_resolutions,un_resolutions_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,35,trump_signed_legislation,trump_signed_legislation_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,36,disease_illinois,disease_illinois_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,37,trump_emotional,trump_emotional_c.png,filler,4
55900dcffdf99b3f7aada3f5,25.13,older,38,bloomberg_campaign_money,bloomberg_campaign_money_m.png,correct_3,4
55900dcffdf99b3f7aada3f5,25.13,older,39,africa_revenue,africa_revenue_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,40,soccer_revenue_gap,soccer_revenue_gap_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,41,cleanest_air,cleanest_air_c.png,filler,4
55900dcffdf99b3f7aada3f5,25.13,older,42,immigration_boy_cage,immigration_boy_cage_m.png,correct_3,4
55900dcffdf99b3f7aada3f5,25.13,older,43,guncontrol_background,guncontrol_background_c.png,filler,2
55900dcffdf99b3f7aada3f5,25.13,older,44,pres_vacation,pres_vacation_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,45,rural_hospitals,rural_hospitals_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,46,marriage_license_benefits,marriage_license_benefits_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,47,test_american_cars,test_american_cars_m.png,correct_3,4
55900dcffdf99b3f7aada3f5,25.13,older,48,global_warming_antarctica,global_warming_antarctica_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,49,apple_heart_monitor,apple_heart_monitor_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,50,biden_studentdebt,biden_studentdebt_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,51,starwars_trump,starwars_trump_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,52,us_trading_partner,us_trading_partner_m.png,correct_3,2
55900dcffdf99b3f7aada3f5,25.13,older,53,missing_people,missing_people_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,54,illegal_traffic_rate,illegal_traffic_rate_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,55,hurricane_relief,hurricane_relief_c.png,filler,1
55900dcffdf99b3f7aada3f5,25.13,older,56,coronabeer_covid,coronabeer_covid_m.png,correct_3,6
55900dcffdf99b3f7aada3f5,25.13,older,57,trump_chrissyteigen,trump_chrissyteigen_c.png,filler,4
55900dcffdf99b3f7aada3f5,25.13,older,58,veteran_suicide,veteran_suicide_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,59,federal_state_dollars,federal_state_dollars_m.png,correct_3,1
55900dcffdf99b3f7aada3f5,25.13,older,60,energy_independence,energy_independence_c.png,filler,2
561d98e03d7fe8000b0f5e09,23.99,older,1,marriage_license_benefits,marriage_license_benefits_c.png,filler,0
561d98e03d7fe8000b0f5e09,23.99,older,2,black_homeownership,black_homeownership_m.png,correct_3,4
561d98e03d7fe8000b0f5e09,23.99,older,3,liberian_women,liberian_women_m.png,correct_3,1
561d98e03d7fe8000b0f5e09,23.99,older,4,cleanest_air,cleanest_air_c.png,filler,2
561d98e03d7fe8000b0f5e09,23.99,older,5,guncontrol_background,guncontrol_background_c.png,filler,4
561d98e03d7fe8000b0f5e09,23.99,older,6,ut_athletes_ipad,ut_athletes_ipad_m.png,correct_3,2
561d98e03d7fe8000b0f5e09,23.99,older,7,trump_chrissyteigen,trump_chrissyteigen_c.png,filler,2
561d98e03d7fe8000b0f5e09,23.99,older,8,brooms_standing,brooms_standing_m.png,correct_3,1
561d98e03d7fe8000b0f5e09,23.99,older,9,africa_revenue,africa_revenue_c.png,filler,1
561d98e03d7fe8000b0f5e09,23.99,older,10,vaccines_autism,vaccines_autism_m.png,correct_3,1
561d98e03d7fe8000b0f5e09,23.99,older,11,cali_statelaw,cali_statelaw_m.png,correct_3,1
561d98e03d7fe8000b0f5e09,23.99,older,12,global_warming_antarctica,global_warming_antarctica_c.png,filler,1
561d98e03d7fe8000b0f5e09,23.99,older,13,energy_independence,energy_independence_c.png,filler,0
561d98e03d7fe8000b0f5e09,23.99,older,14,tax_allocation,tax_allocation_m.png,correct_3,2
561d98e03d7fe8000b0f5e09,23.99,older,15,illegal_traffic_rate,illegal_traffic_rate_c.png,filler,3
561d98e03d7fe8000b0f5e09,23.99,older,16,coffee,coffee_m.png,correct_3,4
561d98e03d7fe8000b0f5e09,23.99,older,17,trump_emotional,trump_emotional_c.png,filler,2
561d98e03d7fe8000b0f5e09,23.99,older,18,guncontrol_warrant,guncontrol_warrant_m.png,correct_3,2
561d98e03d7fe8000b0f5e09,23.99,older,19,swimmingpool_deaths,swimmingpool_deaths_m.png,correct_3,1
561d98e03d7fe8000b0f5e09,23.99,older,20,apple_heart_monitor,apple_heart_monitor_c.png,filler,4
561d98e03d7fe8000b0f5e09,23.99,older,21,gas_2018,gas_2018_m.png,correct_3,2
561d98e03d7fe8000b0f5e09,23.99,older,22,mass_shootings,mass_shootings_c.png,filler,3
561d98e03d7fe8000b0f5e09,23.99,older,23,mexican_border_crossings,mexican_border_crossings_m.png,correct_3,1
561d98e03d7fe8000b0f5e09,23.99,older,24,starwars_trump,starwars_trump_c.png,filler,1
561d98e03d7fe8000b0f5e09,23.99,older,25,automobile_invention,automobile_invention_m.png,correct_3,6
561d98e03d7fe8000b0f5e09,23.99,older,26,disease_illinois,disease_illinois_c.png,filler,1
561d98e03d7fe8000b0f5e09,23.99,older,27,murder_year,murder_year_m.png,correct_3,3
561d98e03d7fe8000b0f5e09,23.99,older,28,hurricane_relief,hurricane_relief_c.png,filler,5
561d98e03d7fe8000b0f5e09,23.99,older,29,un_resolutions,un_resolutions_c.png,filler,4
561d98e03d7fe8000b0f5e09,23.99,older,30,clinton_nkorea,clinton_nkorea_m.png,correct_3,2
561d98e03d7fe8000b0f5e09,23.99,older,31,mexican_border_crossings,mexican_border_crossings_m.png,correct_3,1
561d98e03d7fe8000b0f5e09,23.99,older,32,mass_shootings,mass_shootings_c.png,filler,2
561d98e03d7fe8000b0f5e09,23.99,older,33,murder_year,murder_year_m.png,correct_3,2
561d98e03d7fe8000b0f5e09,23.99,older,34,un_resolutions,un_resolutions_c.png,filler,2
561d98e03d7fe8000b0f5e09,23.99,older,35,automobile_invention,automobile_invention_m.png,correct_3,6
561d98e03d7fe8000b0f5e09,23.99,older,36,disease_illinois,disease_illinois_c.png,filler,3
561d98e03d7fe8000b0f5e09,23.99,older,37,trump_emotional,trump_emotional_c.png,filler,2
561d98e03d7fe8000b0f5e09,23.99,older,38,brooms_standing,brooms_standing_m.png,correct_3,2
561d98e03d7fe8000b0f5e09,23.99,older,39,africa_revenue,africa_revenue_c.png,filler,2
561d98e03d7fe8000b0f5e09,23.99,older,40,swimmingpool_deaths,swimmingpool_deaths_m.png,correct_3,1
561d98e03d7fe8000b0f5e09,23.99,older,41,cleanest_air,cleanest_air_c.png,filler,2
561d98e03d7fe8000b0f5e09,23.99,older,42,vaccines_autism,vaccines_autism_m.png,correct_3,4
561d98e03d7fe8000b0f5e09,23.99,older,43,guncontrol_background,guncontrol_background_c.png,filler,4
561d98e03d7fe8000b0f5e09,23.99,older,44,tax_allocation,tax_allocation_m.png,correct_3,2
561d98e03d7fe8000b0f5e09,23.99,older,45,cali_statelaw,cali_statelaw_m.png,correct_3,1
561d98e03d7fe8000b0f5e09,23.99,older,46,marriage_license_benefits,marriage_license_benefits_c.png,filler,2
561d98e03d7fe8000b0f5e09,23.99,older,47,gas_2018,gas_2018_m.png,correct_3,3
561d98e03d7fe8000b0f5e09,23.99,older,48,global_warming_antarctica,global_warming_antarctica_c.png,filler,2
561d98e03d7fe8000b0f5e09,23.99,older,49,apple_heart_monitor,apple_heart_monitor_c.png,filler,4
561d98e03d7fe8000b0f5e09,23.99,older,50,black_homeownership,black_homeownership_m.png,correct_3,4
561d98e03d7fe8000b0f5e09,23.99,older,51,starwars_trump,starwars_trump_c.png,filler,3
561d98e03d7fe8000b0f5e09,23.99,older,52,ut_athletes_ipad,ut_athletes_ipad_m.png,correct_3,2
561d98e03d7fe8000b0f5e09,23.99,older,53,coffee,coffee_m.png,correct_3,2
561d98e03d7fe8000b0f5e09,23.99,older,54,illegal_traffic_rate,illegal_traffic_rate_c.png,filler,3
561d98e03d7fe8000b0f5e09,23.99,older,55,hurricane_relief,hurricane_relief_c.png,filler,4
561d98e03d7fe8000b0f5e09,23.99,older,56,liberian_women,liberian_women_m.png,correct_3,2
561d98e03d7fe8000b0f5e09,23.99,older,57,trump_chrissyteigen,trump_chrissyteigen_c.png,filler,4
561d98e03d7fe8000b0f5e09,23.99,older,58,clinton_nkorea,clinton_nkorea_m.png,correct_3,0
561d98e03d7fe8000b0f5e09,23.99,older,59,guncontrol_warrant,guncontrol_warrant_m.png,correct_3,2
561d98e03d7fe8000b0f5e09,23.99,older,60,energy_independence,energy_independence_c.png,filler,4
56802e5fc5767f00121cc6a0,24.12,older,1,marriage_license_benefits,marriage_license_benefits_c.png,filler,1
56802e5fc5767f00121cc6a0,24.12,older,2,black_homeownership,black_homeownership_m.png,correct_3,2
56802e5fc5767f00121cc6a0,24.12,older,3,liberian_women,liberian_women_m.png,correct_3,1
56802e5fc5767f00121cc6a0,24.12,older,4,cleanest_air,cleanest_air_c.png,filler,4
56802e5fc5767f00121cc6a0,24.12,older,5,guncontrol_background,guncontrol_background_c.png,filler,2
56802e5fc5767f00121cc6a0,24.12,older,6,ut_athletes_ipad,ut_athletes_ipad_m.png,correct_3,1
56802e5fc5767f00121cc6a0,24.12,older,7,trump_chrissyteigen,trump_chrissyteigen_c.png,filler,5
56802e5fc5767f00121cc6a0,24.12,older,8,brooms_standing,brooms_standing_m.png,correct_3,0
56802e5fc5767f00121cc6a0,24.12,older,9,africa_revenue,africa_revenue_c.png,filler,1
56802e5fc5767f00121cc6a0,24.12,older,10,vaccines_autism,vaccines_autism_m.png,correct_3,1
56802e5fc5767f00121cc6a0,24.12,older,11,cali_statelaw,cali_statelaw_m.png,correct_3,4
56802e5fc5767f00121cc6a0,24.12,older,12,global_warming_antarctica,global_warming_antarctica_c.png,filler,2
56802e5fc5767f00121cc6a0,24.12,older,13,energy_independence,energy_independence_c.png,filler,5
56802e5fc5767f00121cc6a0,24.12,older,14,tax_allocation,tax_allocation_m.png,correct_3,1
56802e5fc5767f00121cc6a0,24.12,older,15,illegal_traffic_rate,illegal_traffic_rate_c.png,filler,4
56802e5fc5767f00121cc6a0,24.12,older,16,coffee,coffee_m.png,correct_3,5
56802e5fc5767f00121cc6a0,24.12,older,17,trump_emotional,trump_emotional_c.png,filler,1
56802e5fc5767f00121cc6a0,24.12,older,18,guncontrol_warrant,guncontrol_warrant_m.png,correct_3,1
56802e5fc5767f00121cc6a0,24.12,older,19,swimmingpool_deaths,swimmingpool_deaths_m.png,correct_3,4
56802e5fc5767f00121cc6a0,24.12,older,20,apple_heart_monitor,apple_heart_monitor_c.png,filler,2
56802e5fc5767f00121cc6a0,24.12,older,21,gas_2018,gas_2018_m.png,correct_3,1
56802e5fc5767f00121cc6a0,24.12,older,22,mass_shootings,mass_shootings_c.png,filler,4
56802e5fc5767f00121cc6a0,24.12,older,23,mexican_border_crossings,mexican_border_crossings_m.png,correct_3,1
56802e5fc5767f00121cc6a0,24.12,older,24,starwars_trump,starwars_trump_c.png,filler,4
56802e5fc5767f00121cc6a0,24.12,older,25,automobile_invention,automobile_invention_m.png,correct_3,5
56802e5fc5767f00121cc6a0,24.12,older,26,disease_illinois,disease_illinois_c.png,filler,1
56802e5fc5767f00121cc6a0,24.12,older,27,murder_year,murder_year_m.png,correct_3,4
56802e5fc5767f00121cc6a0,24.12,older,28,hurricane_relief,hurricane_relief_c.png,filler,1
56802e5fc5767f00121cc6a0,24.12,older,29,un_resolutions,un_resolutions_c.png,filler,1
56802e5fc5767f00121cc6a0,24.12,older,30,clinton_nkorea,clinton_nkorea_m.png,correct_3,2
